Text,Line
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,e₂-ad-da im-saŋ-ŋa₂\gen\abs
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,mu-na-du₃
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,e₂ {d}ŋa₂-tum₃-dug₃\gen\abs
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,mu-du₃
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,e₂ {d}nin-mah\gen
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,gi-gu₃-na
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,tir-kug-ga\gen\abs
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,mu-du₃
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,{d}lugal-urub{ki}-ra
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,e₂ gal urub{ki}-ka-ni\abs
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,mu-na-du₃
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,{d}en-ki
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,lugal eridug{ki}-ra
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,abzu-pa₅-sir₂-ra\abs
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,mu-na-du₃
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,{d}nin-ŋir₂-su₂-ra
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,an-ta-sur-ra
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,mu-na-du₃
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,en-mete-na
{d}nin-ŋir₂-su₂ ur-saŋ {d}en-lilₓ(E₂)-la₂-ra en-mete-na ensi₂ lagaš{ki}\gen dumu en-an-na-tum₂ ensi₂ lagaš{ki}-ka-ke₄ eš₃ dug-ru\gen\abs mu-na-du₃ a-huš e₂ igi zid\abs bar-ra\abs mu-na-du₃ {d}nanše e₂-engur-ra zu₂-lum-ma\gen\abs mu-na-du₃ gi-gu₃-na-ni\abs mu-na-du₃ e₂-šag₄-pad₃-da\abs mu-du₃ {d}en-lilₓ(E₂)-la₂ e₂-ad-da im-saŋ-ŋa₂\gen\abs mu-na-du₃ e₂ {d}ŋa₂-tum₃-dug₃\gen\abs mu-du₃ e₂ {d}nin-mah\gen gi-gu₃-na tir-kug-ga\gen\abs mu-du₃ {d}lugal-urub{ki}-ra e₂ gal urub{ki}-ka-ni\abs mu-na-du₃ {d}en-ki lugal eridug{ki}-ra abzu-pa₅-sir₂-ra\abs mu-na-du₃ {d}nin-ŋir₂-su₂-ra an-ta-sur-ra e₂ me-lem₄-bi\abs kur-kur-ra\n5al2 a-dul₅\v14sg3s mu-na-du₃ en-mete-na lu₂ an-ta-sur-ra du₃-a\gen diŋir-ra-ni\abs {d}šul-|MUŠ×PA|-am₆,lu₂ an-ta-sur-ra du₃-a\gen
